32050067050,"COASTAL WAVES VACATIONS, LLC                      ",3616 7 MILE RD,GALVESTON           ,TX,77554,84,10, COASTAL WAVES VACATIONS                          ,4158 GREEN HERON DR,GALVESTON           ,TX,77554,84,1,0,0,October
32049649729,"ALL SEASONS RENTALS,  INC.                        ",15113 BAT HAWK CIR,AUSTIN              ,TX,78738,227,22, CROSSING C                                       ,613 HI CIR N,HORSESHOE BAY       ,TX,78657,150,1,0,0,October
32039987733,TIRUPATI LODGING CORP.                            ,1407 S MAIN ST,HIGHLANDS           ,TX,77562,101,1, HIGHLANDS SUITES                                 ,1407 S MAIN ST,HIGHLANDS           ,TX,77562,101,31,32260.99,18984.74,October
32026645294,"OM SHIVAY PPD ENTERPRISES, LLC                    ",3712 7TH ST,BAY CITY            ,TX,77414,158,1, REGENCY INN & SUITES                             ,3712 7TH ST,BAY CITY            ,TX,77414,158,57,47491.07,9291.51,October
32046829167,"SPI RENTALS, LLC                                  ",104 W BAHAMA ST STE B,S PADRE ISLE        ,TX,78597,31,46," SPI RENTALS, LLC - BEACH                         ",6401B BEACH DR,SOUTH PADRE ISLAND  ,TX,78597,31,1,0,0,October
32015454328,WILLIAM T HOVESTADT                               ,PO BOX 310279,NEW BRAUNFELS       ,TX,78131,46,11, W T H INVESTMENTS                                ,777 CLOUD LN,NEW BRAUNFELS       ,TX,78130,94,1,11539,10139,October
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,137,703 ALLEGRO NORTH CONDOS,620 S FULTON BEACH RD APT 703,ROCKPORT            ,TX,78382,4,3,1525,1525,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,155,(PB 114) TERRY L CARTER,2212 STATE HIGHWAY 361 UNIT 114,PORT ARANSAS        ,TX,78373,178,1,85,85,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,156,(PB 205) LARRY OR VICKY MURPHY,2212 STATE HIGHWAY 361 UNIT 205,PORT ARANSAS        ,TX,78373,178,1,0,0,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,194,(PB101) STEVEN AND MARY MORGAN,2212 STATE HIGHWAY 361 UNIT 101,PORT ARANSAS        ,TX,78373,178,1,135,135,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,196,(PB206) LARRY OR VICKEY MURPHY,2212 STATE HIGHWAY 361 UNIT 206,PORT ARANSAS        ,TX,78373,178,1,0,0,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,190,(TC301) GERALD OR DONNA HILL,2120 S 11TH ST,PORT ARANSAS        ,TX,78373,178,1,845,845,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,197,(109FD) ANTHONY OR CYNTHIA MARTINEZ,109 FIVE DOVE CIR,PORT ARANSAS        ,TX,78373,178,1,225,225,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,222,(131 C) NATHAN PAYNE,131 W WHITE AVE UNIT C,PORT ARANSAS        ,TX,78373,178,1,0,0,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,193,(1515E) ELAINE TEBBEN,1515 S 11TH ST,PORT ARANSAS        ,TX,78373,178,1,0,0,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,154,(230RO) MARK OR VICTORIA LAMBDIN,230 W ROBERTS,PORT ARANSAS        ,TX,78373,178,1,75,75,October
32009496855,MARCUS C STARKEY                                  ,PO BOX 1780,PORT ARANSAS        ,TX,78373,178,224,(658 AD) LAURA JONES,663 ANCHOR DR,PORT ARANSAS        ,TX,78373,178,1,0,0,October
